"","Üniversite.Adı","Engel.Türü","Üniversite.Türü","İl.Adı","Erkek","Kadın","yil"
"1256","İSTANBUL ŞEHİR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,0,"2015"
"1257","İSTANBUL ŞEHİR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",2,2,"2015"
"1258","İSTANBUL ŞEHİR ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","İSTANBUL",1,0,"2015"
"1259","İSTANBUL ŞEHİR ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1260","İSTANBUL TİCARET ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",0,1,"2015"
"1261","İSTANBUL TİCARET ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",3,1,"2015"
"1262","İSTANBUL TİCARET ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1263","İSTANBUL TİCARET ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",1,0,"2015"
"1264","İSTANBUL ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",442,204,"2015"
"1265","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,1,"2015"
"1266","İZMİR EKONOMİ ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",9,5,"2015"
"1267","İZMİR EKONOMİ ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İZMİR",5,2,"2015"
"1268","İZMİR EKONOMİ ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İZMİR",1,0,"2015"
"1269","İZMİR EKONOMİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İZMİR",3,2,"2015"
"1270","İZMİR EKONOMİ ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","VAKIF","İZMİR",0,1,"2015"
"1271","İZMİR EKONOMİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İZMİR",1,1,"2015"
"1272","İZMİR EKONOMİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İZMİR",0,1,"2015"
"1273","İZMİR EKONOMİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İZMİR",3,1,"2015"
"1274","İZMİR EKONOMİ ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","VAKIF","İZMİR",5,2,"2015"
"1275","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İZMİR",2,1,"2015"
"1276","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İZMİR",5,3,"2015"
"1277","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İZMİR",1,1,"2015"
"1278","İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İZMİR",2,2,"2015"
"1279","İZMİR ÜNİVERSİTESİ","DİĞER","VAKIF","İZMİR",3,1,"2015"
"1280","İZMİR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İZMİR",0,2,"2015"
"1281","İZMİR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İZMİR",2,2,"2015"
"1282","KADİR HAS ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",3,1,"2015"
"1283","KADİR HAS ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",2,1,"2015"
"1284","KADİR HAS ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1285","KADİR HAS ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1286","KADİR HAS ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1287","KAFKAS ÜNİVERSİTESİ","DİĞER","DEVLET","KARS",89,50,"2015"
"1288","KAFKAS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARS",59,58,"2015"
"1289","KAFKAS ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARS",10,10,"2015"
"1290","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","DİĞER","DEVLET","KAHRAMANMARAŞ",3,1,"2015"
"1291","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KAHRAMANMARAŞ",11,1,"2015"
"1292","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KAHRAMANMARAŞ",1,3,"2015"
"1293","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KAHRAMANMARAŞ",2,1,"2015"
"1294","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KAHRAMANMARAŞ",0,2,"2015"
"1295","KARABÜK ÜNİVERSİTESİ","DİĞER","DEVLET","KARABÜK",7,0,"2015"
"1296","KARABÜK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARABÜK",8,0,"2015"
"1297","KARABÜK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARABÜK",0,1,"2015"
"1298","KARABÜK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KARABÜK",3,2,"2015"
"1299","KARABÜK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KARABÜK",2,1,"2015"
"1300","KARADENİZ TEKNİK ÜNİVERSİTESİ","DİĞER","DEVLET","TRABZON",6,1,"2015"
"1301","KARADENİZ TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","TRABZON",4,5,"2015"
"1302","KARADENİZ TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","TRABZON",3,5,"2015"
"1303","KARADENİZ TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","TRABZON",3,3,"2015"
"1304","KARADENİZ TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","TRABZON",1,1,"2015"
"1305","KARADENİZ TEKNİK ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","TRABZON",1,0,"2015"
"1306","KARADENİZ TEKNİK ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","TRABZON",0,1,"2015"
"1307","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","DİĞER","DEVLET","KARAMAN",2,0,"2015"
"1308","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KARAMAN",0,1,"2015"
"1309","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KARAMAN",5,2,"2015"
"1310","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KARAMAN",4,0,"2015"
"1311","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KARAMAN",1,0,"2015"
"1312","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KARAMAN",1,0,"2015"
"1313","KIRIKKALE ÜNİVERSİTESİ","DİĞER","DEVLET","KIRIKKALE",2,1,"2015"
"1314","KIRIKKALE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KIRIKKALE",5,2,"2015"
"1315","KIRIKKALE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KIRIKKALE",4,1,"2015"
"1316","KIRIKKALE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KIRIKKALE",2,1,"2015"
"1317","KIRIKKALE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KIRIKKALE",14,1,"2015"
"1318","KIRKLARELİ ÜNİVERSİTESİ","DİĞER","DEVLET","KIRKLARELİ",2,3,"2015"
"1319","KIRKLARELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KIRKLARELİ",1,1,"2015"
"1320","KIRKLARELİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KIRKLARELİ",0,2,"2015"
"1321","KIRKLARELİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KIRKLARELİ",3,0,"2015"
"1322","KIRKLARELİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KIRKLARELİ",1,0,"2015"
"1323","KİLİS 7 ARALIK ÜNİVERSİTESİ","DİĞER","DEVLET","KİLİS",4,0,"2015"
"1324","KİLİS 7 ARALIK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KİLİS",2,0,"2015"
"1325","KİLİS 7 ARALIK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KİLİS",1,0,"2015"
"1326","KİLİS 7 ARALIK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KİLİS",1,0,"2015"
"1327","KOCAELİ ÜNİVERSİTESİ","DİĞER","DEVLET","KOCAELİ",4,1,"2015"
"1328","KOCAELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KOCAELİ",15,7,"2015"
"1329","KOCAELİ ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","KOCAELİ",1,0,"2015"
"1330","KOCAELİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KOCAELİ",10,3,"2015"
"1331","KOCAELİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KOCAELİ",8,3,"2015"
"1332","KOCAELİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KOCAELİ",6,0,"2015"
"1333","KOCAELİ ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KOCAELİ",1,0,"2015"
"1334","KOCAELİ ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","KOCAELİ",1,0,"2015"
"1335","KOÇ ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",2,1,"2015"
"1336","KOÇ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2015"
"1337","KOÇ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,1,"2015"
"1338","KOÇ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,3,"2015"
"1339","KTO KARATAY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KONYA",2,0,"2015"
"1340","MALTEPE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",4,5,"2015"
"1341","MARDİN ARTUKLU ÜNİVERSİTESİ","DİĞER","DEVLET","MARDİN",1,1,"2015"
"1342","MARDİN ARTUKLU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MARDİN",13,1,"2015"
"1343","MARDİN ARTUKLU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MARDİN",1,2,"2015"
"1344","MARDİN ARTUKLU ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MARDİN",0,1,"2015"
"1345","MARDİN ARTUKLU ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MARDİN",1,1,"2015"
"1346","MARDİN ARTUKLU ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","MARDİN",1,0,"2015"
"1347","MARMARA ÜNİVERSİTESİ","DİĞER","DEVLET","İSTANBUL",0,2,"2015"
"1348","MARMARA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",18,7,"2015"
"1349","MARMARA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",9,5,"2015"
"1350","MARMARA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İSTANBUL",3,4,"2015"
"1351","MARMARA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İSTANBUL",4,2,"2015"
"1352","MARMARA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","İSTANBUL",2,0,"2015"
"1353","MARMARA ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","İSTANBUL",1,1,"2015"
"1354","MEHMET AKİF ERSOY ÜNİVERSİTESİ","DİĞER","DEVLET","BURDUR",1,1,"2015"
"1355","MEHMET AKİF ERSOY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BURDUR",6,4,"2015"
"1356","MEHMET AKİF ERSOY ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BURDUR",4,2,"2015"
"1357","MEHMET AKİF ERSOY ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURDUR",3,1,"2015"
"1358","MEHMET AKİF ERSOY ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BURDUR",3,0,"2015"
"1359","MEHMET AKİF ERSOY ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","BURDUR",1,2,"2015"
"1360","MELİKŞAH ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",2,1,"2015"
"1361","MELİKŞAH ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","KAYSERİ",1,0,"2015"
"1362","MERSİN ÜNİVERSİTESİ","DİĞER","DEVLET","MERSİN",4,3,"2015"
"1363","MERSİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MERSİN",7,4,"2015"
"1364","MERSİN ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","MERSİN",1,0,"2015"
"1365","MERSİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MERSİN",3,2,"2015"
"1366","MERSİN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MERSİN",6,2,"2015"
"1367","MERSİN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MERSİN",8,0,"2015"
"1368","MERSİN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","MERSİN",1,0,"2015"
"1369","MEVLANA ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","KONYA",2,2,"2015"
"1370","MEVLANA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","KONYA",1,1,"2015"
"1371","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DİĞER","DEVLET","MUĞLA",3,1,"2015"
"1372","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","DEVLET","MUĞLA",1,0,"2015"
"1373","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MUĞLA",6,2,"2015"
"1374","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MUĞLA",2,0,"2015"
"1375","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MUĞLA",1,2,"2015"
"1376","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MUĞLA",1,1,"2015"
"1377","MUSTAFA KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","HATAY",1,1,"2015"
"1378","MUSTAFA KEMAL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HATAY",5,1,"2015"
"1379","MUSTAFA KEMAL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HATAY",1,2,"2015"
"1380","MUSTAFA KEMAL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","HATAY",1,0,"2015"
"1381","MUSTAFA KEMAL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","HATAY",1,0,"2015"
"1382","MUŞ ALPARSLAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MUŞ",7,2,"2015"
"1383","MUŞ ALPARSLAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MUŞ",3,0,"2015"
"1384","MUŞ ALPARSLAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MUŞ",1,0,"2015"
"1385","NAMIK KEMAL ÜNİVERSİTESİ","DİĞER","DEVLET","TEKİRDAĞ",19,13,"2015"
"1386","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİĞER","DEVLET","KONYA",5,2,"2015"
"1387","NECMETTİN ERBAKAN ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KONYA",2,0,"2015"
"1388","NECMETTİN ERBAKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KONYA",6,6,"2015"
"1389","NECMETTİN ERBAKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KONYA",3,6,"2015"
"1390","NECMETTİN ERBAKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KONYA",3,5,"2015"
"1391","NECMETTİN ERBAKAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KONYA",2,0,"2015"
"1392","NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","NEVŞEHİR",2,1,"2015"
"1393","NİĞDE ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","NİĞDE",0,1,"2015"
"1394","NİĞDE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","NİĞDE",3,4,"2015"
"1395","NİĞDE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","NİĞDE",1,1,"2015"
"1396","NİŞANTAŞI ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,1,"2015"
"1397","NUH NACİ YAZGAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","KAYSERİ",1,2,"2015"
"1398","NUH NACİ YAZGAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","KAYSERİ",0,1,"2015"
"1399","OKAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",4,1,"2015"
"1400","OKAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",4,4,"2015"
"1401","OKAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2015"
"1402","ONDOKUZ MAYIS ÜNİVERSİTESİ","DİĞER","DEVLET","SAMSUN",10,5,"2015"
"1403","ONDOKUZ MAYIS ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","SAMSUN",1,0,"2015"
"1404","ONDOKUZ MAYIS ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SAMSUN",14,5,"2015"
"1405","ONDOKUZ MAYIS ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SAMSUN",14,3,"2015"
"1406","ONDOKUZ MAYIS ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SAMSUN",3,3,"2015"
"1407","ONDOKUZ MAYIS ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SAMSUN",7,3,"2015"
"1408","ONDOKUZ MAYIS ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","SAMSUN",1,1,"2015"
"1409","ONDOKUZ MAYIS ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","SAMSUN",1,1,"2015"
"1410","ORDU ÜNİVERSİTESİ","DİĞER","DEVLET","ORDU",5,3,"2015"
"1411","ORDU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ORDU",12,3,"2015"
"1412","ORDU ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ORDU",3,0,"2015"
"1413","ORDU ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ORDU",3,9,"2015"
"1414","ORDU ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ORDU",2,0,"2015"
"1415","ORDU ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ORDU",2,1,"2015"
"1416","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",2,0,"2015"
"1417","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","ANKARA",1,0,"2015"
"1418","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",0,1,"2015"
"1419","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ANKARA",3,1,"2015"
"1420","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","DİĞER","DEVLET","OSMANİYE",5,0,"2015"
"1421","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","OSMANİYE",4,1,"2015"
"1422","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","OSMANİYE",4,2,"2015"
"1423","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","OSMANİYE",5,0,"2015"
"1424","OSMANİYE KORKUT ATA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","OSMANİYE",2,0,"2015"
"1425","ÖZYEĞİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1426","PAMUKKALE ÜNİVERSİTESİ","DİĞER","DEVLET","DENİZLİ",22,8,"2015"
"1427","RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","RİZE",23,10,"2015"
"1428","RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","RİZE",5,1,"2015"
"1429","RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","RİZE",1,0,"2015"
"1430","RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","RİZE",3,0,"2015"
"1431","RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","RİZE",0,1,"2015"
"1432","SABANCI ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,0,"2015"
"1433","SABANCI ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İSTANBUL",2,2,"2015"
"1434","SABANCI ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",0,1,"2015"
"1435","SABANCI ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",2,2,"2015"
"1436","SABANCI ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",1,1,"2015"
"1437","SAKARYA ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","SAKARYA",1,0,"2015"
"1438","SAKARYA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SAKARYA",19,2,"2015"
"1439","SAKARYA ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","SAKARYA",1,0,"2015"
"1440","SAKARYA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SAKARYA",6,0,"2015"
"1441","SAKARYA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SAKARYA",5,5,"2015"
"1442","SAKARYA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SAKARYA",17,4,"2015"
"1443","SAKARYA ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","SAKARYA",1,0,"2015"
"1444","SAKARYA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","SAKARYA",3,0,"2015"
"1445","SAKARYA ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","SAKARYA",1,0,"2015"
"1446","SELÇUK ÜNİVERSİTESİ","DİĞER","DEVLET","KONYA",19,4,"2015"
"1447","SELÇUK ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","KONYA",4,3,"2015"
"1448","SELÇUK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KONYA",30,20,"2015"
"1449","SELÇUK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KONYA",24,14,"2015"
"1450","SELÇUK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KONYA",19,8,"2015"
"1451","SELÇUK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KONYA",6,1,"2015"
"1452","SELÇUK ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KONYA",2,0,"2015"
"1453","SELÇUK ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","KONYA",0,1,"2015"
"1454","SİİRT ÜNİVERSİTESİ","DİĞER","DEVLET","SİİRT",3,2,"2015"
"1455","SİİRT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SİİRT",1,0,"2015"
"1456","SİİRT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SİİRT",1,0,"2015"
"1457","SİİRT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SİİRT",1,0,"2015"
"1458","SİİRT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","SİİRT",1,0,"2015"
"1459","SİNOP ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SİNOP",2,3,"2015"
"1460","SİNOP ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SİNOP",4,0,"2015"
"1461","SİNOP ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SİNOP",0,1,"2015"
